"","STNID","NAME","CTRY","COUNTRY_NAME","ISO2C","ISO3C","STATE","LATITUDE","LONGITUDE","ELEVATION","BEGIN","END","YEARMODA","YEAR","MONTH","DAY","YDAY","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","I_FOG","I_RAIN_DRIZZLE","I_SNOW_ICE","I_HAIL","I_THUNDER","I_TORNADO_FUNNEL","EA","ES","RH"
"3571","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-10-12,2009,10,12,285,11,24,7.1,24,1022.2,23,1006.9,23,28,24,3.7,24,6.2,NA,14.6,NA,8,"*",0.76,"E",NA,0,1,0,0,0,0,1,1.3,76.9
"3572","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-10-13,2009,10,13,286,9.3,24,5.9,24,1029.5,24,1014,24,20,24,2.1,24,4.1,NA,13.7,NA,5.5,"*",0,"I",NA,0,0,0,0,0,0,0.9,1.2,79.3
"3573","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-10-14,2009,10,14,287,4.7,24,0.6,24,1032,24,1016.2,24,26.7,24,2.3,24,5.7,NA,9.1,NA,1,"*",0,"I",NA,0,0,0,0,0,0,0.6,0.9,74.8
"3574","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-10-15,2009,10,15,288,5,24,0.7,24,1031,24,1015.2,24,27.5,24,2.2,24,7,NA,10.1,NA,-0.3,NA,0,"I",NA,0,0,0,0,0,0,0.6,0.9,73.7
"3575","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-10-16,2009,10,16,289,8.2,24,5.1,24,1026.4,24,1010.8,24,17.5,24,3.8,24,7,11.3,12.4,NA,4.1,NA,0.76,"E",NA,0,1,0,0,0,0,0.9,1.1,80.8
"3576","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-10-17,2009,10,17,290,7.3,24,3.9,24,1025.5,24,1009.9,24,23,24,2.6,24,6,NA,12.6,NA,4,"*",0.76,"E",NA,0,1,0,0,0,0,0.8,1,79
"3577","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-10-18,2009,10,18,291,6.4,24,2.9,24,1024.6,24,1009,24,14.5,16,1.5,24,3.6,NA,11.4,NA,0.9,NA,0,"I",NA,1,0,0,0,0,0,0.8,1,78.3
"3578","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-10-19,2009,10,19,292,7.6,24,1.1,24,1017.8,24,1002.3,24,34.8,20,3.2,24,6,NA,11.7,NA,4,"*",0,"I",NA,0,0,0,0,0,0,0.7,1,63.4
"3579","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-10-20,2009,10,20,293,8.1,24,2.3,24,1005.7,24,990.4,24,34.1,24,3,24,5.1,NA,13.4,NA,1.9,NA,0,"I",NA,0,0,0,0,0,0,0.7,1.1,66.8
"3580","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-10-21,2009,10,21,294,12.9,24,6.3,24,1001,24,986.1,24,40.9,24,3.1,24,5.7,NA,17.6,NA,8.9,NA,NA,NA,NA,0,1,0,0,0,0,1,1.5,64.2
"3581","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-10-22,2009,10,22,295,10.7,24,7.4,24,1002.7,24,987.7,24,24.5,24,2.1,24,5,NA,13.7,NA,8.7,"*",0.76,"E",NA,0,1,0,0,0,0,1,1.3,80.1
"3582","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-10-23,2009,10,23,296,10.4,24,8,24,1011.8,24,996.6,24,10.8,24,2.9,24,5.1,NA,14,NA,8,NA,0.51,"E",NA,0,1,0,0,0,0,1.1,1.3,85.1
"3583","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-10-24,2009,10,24,297,11.5,24,9.6,24,1012.4,24,997.3,24,22,24,5.7,24,7.7,NA,15,"*",8,"*",0.51,"E",NA,0,1,0,0,0,0,1.2,1.4,88.1
"3584","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-10-25,2009,10,25,298,12.1,24,9.6,24,1015.1,24,999.9,24,12.7,24,5.2,24,7.2,NA,15,"*",10,"*",0.51,"E",NA,0,1,0,0,0,0,1.2,1.4,84.7
"3585","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-10-26,2009,10,26,299,11.9,24,8.4,24,1018.5,24,1003.3,24,24.5,24,4.7,24,8,NA,15.2,NA,9.7,NA,0,"E",NA,0,1,0,0,0,0,1.1,1.4,79.1
"3586","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-10-27,2009,10,27,300,11.9,24,7.6,24,1022.8,24,1007.5,24,23.7,24,2,24,3.1,NA,16.3,NA,9,"*",0,"I",NA,0,0,0,0,0,0,1,1.4,75
"3587","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-10-28,2009,10,28,301,10.8,24,7.2,24,1020.1,24,1004.8,24,19.8,24,1.6,24,3.1,NA,15.4,NA,7.7,NA,0,"I",NA,0,0,0,0,0,0,1,1.3,78.4
"3588","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-10-29,2009,10,29,302,12.1,24,9.7,24,1023.4,24,1008.1,24,5.6,24,1,24,2.1,NA,16,"*",9,"*",0,"I",NA,1,0,0,0,0,0,1.2,1.4,85.3
"3589","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-10-30,2009,10,30,303,9.2,24,7.4,24,1025.8,24,1010.3,24,3.9,24,2.1,24,4.1,NA,14.6,NA,5.9,NA,0,"I",NA,1,0,0,0,0,0,1,1.2,88.5
"3590","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-10-31,2009,10,31,304,10.3,24,6.6,24,1024,24,1008.6,24,6.6,24,2.5,24,5.1,NA,13.6,NA,6.4,NA,0,"I",NA,0,0,0,0,0,0,1,1.3,77.8
"3591","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-11-01,2009,11,1,305,12.8,24,11.3,24,1010.2,24,995.2,24,8.9,24,5.5,24,10,NA,15.3,"*",10,NA,7.11,"E",NA,1,1,0,0,0,0,1.3,1.5,90.6
"3592","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-11-02,2009,11,2,306,8.9,24,6.8,24,1002.4,24,987.3,24,23.8,24,4.3,24,6.2,NA,11.6,"*",5.7,"*",7.11,"F",NA,0,1,0,0,0,0,1,1.1,86.7
"3593","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-11-03,2009,11,3,307,7.7,24,5.9,24,994.5,24,979.4,24,18.2,24,6,24,9.3,NA,11.1,"*",4.9,NA,2.03,"E",NA,0,1,0,0,0,0,0.9,1,88.4
"3594","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-11-04,2009,11,4,308,7.8,24,5.4,24,988.6,24,973.6,24,33.2,24,6.1,24,8.7,NA,9.7,NA,6,"*",9.91,"E",NA,0,1,0,0,0,0,0.9,1.1,84.8
"3595","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-11-05,2009,11,5,309,7.9,24,5.8,24,994.5,23,979.4,23,24.5,24,7.1,24,10,14.9,9.4,NA,6.7,NA,3.81,"F",NA,0,1,0,0,0,0,0.9,1.1,86.6
"3596","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-11-06,2009,11,6,310,8.2,24,5.8,24,1004.4,24,989.2,24,19,24,5.9,24,8.2,NA,9.8,NA,6,"*",1.02,"F",NA,0,1,0,0,0,0,0.9,1.1,84.8
"3597","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-11-07,2009,11,7,311,7.1,24,5.1,24,998.3,24,983.1,24,30.1,24,4.7,24,8.7,NA,10,"*",4,"*",3.81,"F",NA,0,1,0,0,0,0,0.9,1,87.1
"3598","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-11-08,2009,11,8,312,5.2,24,2.9,24,1006.6,24,991.1,24,20.1,24,2.9,24,5,NA,9.6,NA,2.7,"*",NA,NA,NA,1,1,0,0,0,0,0.8,0.9,85.1
"3599","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-11-09,2009,11,9,313,5.7,24,4.3,24,1014.3,24,998.8,24,4.5,24,3.3,24,5.1,NA,7.6,NA,2.8,NA,NA,NA,NA,1,1,0,0,0,0,0.8,0.9,90.7
"3600","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-11-10,2009,11,10,314,6.1,24,4.9,24,1012.1,24,996.7,24,6.6,24,2.5,24,4.1,NA,8.3,NA,3.6,"*",1.02,"E",NA,0,1,0,0,0,0,0.9,0.9,92
"3601","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-11-11,2009,11,11,315,5.6,24,3.9,24,1010.2,24,994.8,24,8.2,24,3.7,24,6.2,NA,8.3,NA,2.8,"*",NA,NA,NA,0,1,0,0,0,0,0.8,0.9,88.8
"3602","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-11-12,2009,11,12,316,7.6,24,5.7,24,1007.5,24,992.2,24,10.8,18,5.8,24,7.7,NA,10.3,NA,2.7,NA,0.51,"E",NA,0,1,0,0,0,0,0.9,1,87.8
"3603","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-11-13,2009,11,13,317,13.4,24,9.4,24,1007.2,24,992.2,24,31.2,23,7.6,24,12,15.4,16.5,NA,9.1,NA,3.56,"F",NA,0,1,0,0,0,0,1.2,1.5,76.7
"3604","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-11-14,2009,11,14,318,12.8,24,7.6,24,1004.2,24,989.2,24,35.7,24,8.9,24,12.3,17,15,NA,10.6,"*",1.02,"E",NA,0,1,0,0,0,0,1,1.5,70.7
"3605","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-11-15,2009,11,15,319,10.1,24,7.4,24,1010.8,24,995.6,24,20,24,5.4,24,8.2,NA,11.7,"*",9,"*",3.05,"F",NA,0,1,0,0,0,0,1,1.2,83.3
"3606","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-11-16,2009,11,16,320,11.4,24,8.2,24,1007.3,24,992.2,24,27.5,24,4.9,24,9.8,14.9,15.1,NA,8,"*",0.51,"E",NA,0,1,1,0,0,0,1.1,1.3,80.7
"3607","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-11-17,2009,11,17,321,10.3,24,7.1,24,1012.2,24,997,24,28.3,24,5,24,7,NA,11.3,NA,8.8,"*",2.03,"E",NA,0,1,0,0,0,0,1,1.3,80.5
"3608","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-11-18,2009,11,18,322,10.3,24,6.6,24,1018,24,1002.7,24,37.8,24,8.9,24,12,17,12,NA,8,"*",0,"I",NA,0,0,0,0,0,0,1,1.3,77.8
"3609","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-11-19,2009,11,19,323,10.4,24,5.9,24,1020,24,1004.6,24,36.2,24,5.9,24,8.7,NA,13.7,NA,7.8,"*",0,"I",NA,0,0,0,0,0,0,0.9,1.3,73.7
"3610","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-11-20,2009,11,20,324,12.9,24,7.7,24,1019.3,24,1004.1,24,29.8,24,5.6,24,8,NA,16.1,NA,9.9,NA,NA,NA,NA,0,1,0,0,0,0,1,1.5,70.7
"3611","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-11-21,2009,11,21,325,13.4,24,8.9,24,1020.3,24,1005.1,24,21.4,23,4.3,24,7.2,NA,16.6,NA,11.4,"*",NA,NA,NA,0,1,0,0,0,0,1.1,1.5,74.2
"3612","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-11-22,2009,11,22,326,11.1,24,6.5,24,1009.7,24,994.6,24,31.9,24,8.7,24,13,18,14.3,"*",6,"*",8.13,"F",NA,0,1,0,0,0,0,1,1.3,73.3
"3613","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-11-23,2009,11,23,327,10,24,6.8,24,1004,24,988.9,24,15.3,24,11,24,14.4,19.5,12.3,NA,7.6,NA,11.43,"F",NA,0,1,0,0,0,0,1,1.2,80.5
"3614","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-11-24,2009,11,24,328,11.2,24,8.3,24,1011.3,24,996.1,24,18.8,24,7.7,24,11,NA,13,"*",8.6,NA,4.06,"F",NA,0,1,0,0,0,0,1.1,1.3,82.3
"3615","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-11-25,2009,11,25,329,10.3,24,6.3,24,1006.6,24,991.4,24,31.5,24,9.7,24,12.3,17.5,12,"*",8.7,"*",1.02,"F",NA,0,1,0,0,0,0,1,1.3,76.2
"3616","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-11-26,2009,11,26,330,8.6,24,4.8,24,1007.3,24,992.1,24,25.6,21,8.6,24,11,16.5,10,"*",7,"*",NA,NA,NA,0,1,0,0,0,0,0.9,1.1,77
"3617","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-11-27,2009,11,27,331,7.4,24,3.9,24,1003.3,23,988,23,38.1,24,8,24,12.9,NA,8.7,"*",6,"*",11.94,"F",NA,0,1,0,0,0,0,0.8,1,78.5
"3618","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-11-28,2009,11,28,332,8.1,24,5.2,24,1000.4,23,985.3,23,31.9,24,9.1,24,13,15.4,10,"*",6,"*",3.05,"E",NA,0,1,0,0,0,0,0.9,1.1,81.9
"3619","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-11-29,2009,11,29,333,8.9,24,3.8,24,994.6,24,979.5,24,44.6,24,7.2,24,13,NA,10.3,NA,7,"*",4.06,"E",NA,0,1,0,0,0,0,0.8,1.1,70.4
"3620","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-11-30,2009,11,30,334,5.9,24,2.9,24,998.1,24,982.9,24,37.8,24,3,24,5.1,NA,7.9,NA,4,"*",0,"I",NA,0,0,0,0,0,0,0.8,0.9,81.1
"3621","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-12-01,2009,12,1,335,4.8,24,3.5,24,1009.5,24,994.1,24,4.8,24,2.3,24,5,NA,8,"*",3.5,"*",0,"E",NA,0,1,0,0,0,0,0.8,0.9,91.3
"3622","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-12-02,2009,12,2,336,5,24,2.5,24,1007.2,24,991.7,24,21.1,24,5.6,24,8.2,NA,7,"*",3,"*",0,"E",NA,0,1,0,0,0,0,0.7,0.9,83.9
"3623","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-12-03,2009,12,3,337,7.9,22,5.5,22,1000.4,22,985.2,22,28.5,22,6.4,22,9.3,NA,10,"*",3,"*",6.1,"F",NA,0,1,1,0,0,0,0.9,1.1,84.8
"3624","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-12-04,2009,12,4,338,3.6,24,1.6,24,1008.5,24,992.9,24,20.9,24,5.8,24,7,NA,5.3,NA,1.6,"*",3.05,"E",NA,0,1,0,0,0,0,0.7,0.8,86.8
"3625","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-12-05,2009,12,5,339,7.2,24,5.2,24,1006.9,24,991.6,24,22.5,24,6.9,24,9.3,NA,10.5,"*",3.5,NA,4.57,"F",NA,0,1,0,0,0,0,0.9,1,87.1
"3626","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-12-06,2009,12,6,340,10.2,24,7.3,24,1005,22,989.8,22,25.4,24,7,24,10,NA,12,NA,6.9,"*",2.03,"E",NA,0,1,0,0,0,0,1,1.2,82.2
"3627","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-12-07,2009,12,7,341,7.2,24,4.4,24,1008.4,24,993,24,24.8,24,4.7,24,6.2,NA,9,"*",5,"*",NA,NA,NA,0,1,0,0,0,0,0.8,1,82.4
"3628","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-12-08,2009,12,8,342,6.5,24,4.4,24,1012.2,24,996.8,24,21.6,24,5,24,7.2,NA,8.7,"*",5,"*",3.05,"F",NA,0,1,0,0,0,0,0.8,1,86.4
"3629","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-12-09,2009,12,9,343,7.5,24,6.2,24,1022.1,24,1006.6,24,13,24,4.5,24,6,NA,10,"*",3.9,NA,1.02,"E",NA,0,1,0,0,0,0,0.9,1,91.5
"3630","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-12-10,2009,12,10,344,9.2,24,6.7,24,1024.4,24,1009,24,18.7,24,5.5,24,8,NA,11,"*",7,"*",6.1,"F",NA,0,1,0,0,0,0,1,1.2,84.4
"3631","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-12-11,2009,12,11,345,6.5,24,4.5,24,1028.7,24,1013,24,19.5,24,3.9,24,6,NA,8,"*",3.2,"*",1.02,"E",NA,0,1,0,0,0,0,0.8,1,87
"3632","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-12-12,2009,12,12,346,3.3,24,0.8,24,1028.5,24,1012.7,24,18,14,4.1,24,6,NA,4.2,"*",1.7,"*",0,"I",NA,0,0,0,0,0,0,0.6,0.8,83.7
"3633","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-12-13,2009,12,13,347,0.7,23,-2.2,23,1025.1,23,1009.1,23,18.2,23,4.8,23,7,NA,2.3,NA,-1.2,"*",NA,NA,NA,0,1,0,0,0,0,0.5,0.6,80.9
"3634","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-12-14,2009,12,14,348,-2.6,24,-4.7,24,1022.5,24,1006.4,24,7.1,24,2.8,24,4.6,NA,0,"*",-5,"*",0,"I",NA,0,0,0,0,0,0,0.4,0.5,85.5
"3635","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-12-15,2009,12,15,349,-3.7,23,-5.7,23,1020.2,22,1004,22,7.9,23,1.6,23,4,NA,-0.5,NA,-6.3,NA,0,"I",NA,0,0,0,0,0,0,0.4,0.5,86
"3636","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-12-16,2009,12,16,350,-2.9,24,-5.6,24,1013.6,24,997.6,24,6.9,24,2.4,24,5.1,NA,-1,NA,-5,"*",NA,NA,NA,0,0,1,0,0,0,0.4,0.5,81.6
"3637","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-12-17,2009,12,17,351,-1.6,24,-4.4,24,1006,24,990.1,24,7.4,24,4.5,24,6,NA,0.1,NA,-3.5,NA,0.51,"E",NA,0,0,1,0,0,0,0.4,0.5,81.2
"3638","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-12-18,2009,12,18,352,-5.2,24,-7.5,24,1009.6,24,993.5,24,9.2,24,2.9,24,4.1,NA,-3,"*",-8.4,"*",2.03,"E",99.1,0,0,1,0,0,0,0.3,0.4,83.9
"3639","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-12-19,2009,12,19,353,-9.4,24,-14.5,24,1011,24,994.6,24,27.5,24,2.9,24,7.7,NA,-4.7,"*",-14,"*",NA,NA,NA,0,0,1,0,0,0,0.2,0.3,66.4
"3640","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-12-20,2009,12,20,354,-3.6,24,-7.1,24,1000.5,24,984.6,24,22.9,24,7.7,24,11.3,NA,0.2,NA,-11.4,NA,NA,NA,NA,0,1,1,0,0,0,0.4,0.5,76.7
"3641","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-12-21,2009,12,21,355,-1.2,24,-4.1,24,997.1,24,981.4,24,28.5,24,4.3,24,8,NA,2.4,"*",-6.4,"*",NA,NA,50.8,0,1,0,0,0,0,0.5,0.6,80.7
"3642","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-12-22,2009,12,22,356,0.9,24,-0.1,24,988.6,24,973.2,24,4.8,24,3.5,24,8,NA,2,"*",-0.2,NA,5.08,"E",40.6,0,1,1,0,0,0,0.6,0.7,93
"3643","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-12-23,2009,12,23,357,0.2,24,-1.5,24,996.6,24,981,24,14.8,24,4.5,24,7,NA,3,"*",-1.2,"*",0,"I",30.5,1,0,0,0,0,0,0.5,0.6,88.3
"3644","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-12-24,2009,12,24,358,0.9,24,-0.2,24,990.9,24,975.5,24,5.8,24,2.4,24,4.1,NA,2.6,NA,-1.3,NA,NA,NA,10.2,0,1,0,0,0,0,0.6,0.7,92.4
"3645","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-12-25,2009,12,25,359,2.3,24,1,24,994.8,24,979.3,24,8.9,24,5.8,24,8.7,NA,4,"*",0,"*",9.91,"F",NA,1,1,1,0,0,0,0.7,0.7,91.1
"3646","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-12-26,2009,12,26,360,3.4,24,0.5,24,1007.4,23,991.8,23,35.4,24,6.6,24,8,NA,6.1,NA,1.5,NA,0,"I",NA,0,0,0,0,0,0,0.6,0.8,81.3
"3647","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-12-27,2009,12,27,361,3.6,24,0.8,24,1002.9,24,987.5,24,32.7,24,6.8,24,8,NA,5.3,NA,2.5,NA,0.51,"E",NA,0,1,0,0,0,0,0.6,0.8,81.9
"3648","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-12-28,2009,12,28,362,2.6,24,0.4,24,1005.9,24,990.3,24,22,24,3.4,24,6.7,NA,5.4,NA,0,"*",0,"E",NA,0,1,0,0,0,0,0.6,0.7,85.4
"3649","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-12-29,2009,12,29,363,1.1,24,0.2,24,998,24,982.5,24,6.6,24,3.1,24,7.2,NA,10,"*",-1.1,NA,5.08,"E",NA,1,1,0,0,0,0,0.6,0.7,93.7
"3650","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-12-30,2009,12,30,364,7.4,24,6.5,24,992.6,23,977.5,23,7.7,24,3.9,24,7,NA,10.2,"*",1.5,NA,8.13,"F",NA,1,1,0,0,0,0,1,1,94
"3651","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2009-12-31,2009,12,31,365,-0.1,24,-0.4,24,995.7,24,980.1,24,1.3,24,4.1,24,5.1,NA,2.3,"*",-1.1,"*",3.05,"E",NA,1,1,1,0,0,0,0.6,0.6,97.8
"3652","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-01-01,2010,1,1,1,-1.7,24,-3.7,24,1001.4,24,985.7,24,13.4,24,4.1,24,6.2,NA,-0.5,NA,-4,"*",0,"H",NA,0,0,1,0,0,0,0.5,0.5,86.2
"3653","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-01-02,2010,1,2,2,-1.8,24,-3.2,24,1016.3,24,1000.3,24,8,24,4.3,24,7,NA,0.3,NA,-5,NA,NA,NA,NA,1,0,1,0,0,0,0.5,0.5,90.2
